name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,uri,duration_ms
Seven Nation Army,Elephant,The White Stripes,3m6KkYKdnbffMpGd9Pm9FP,2003-04-01,7.0,231920.0,0.745,0.0066599999999999,0.466,0.35,0.272,0.303,-7.62,0.0864,123.889,4.0,4.0,happy,,
She Kind of Looks Like You,She Kind of Looks Like You,AFTRHOURS,6dZO9UMcM7c1YLDBpEHwED,2017-07-21,41.0,204241.0,0.9,0.632,0.255,3.91e-05,0.0953,0.483,-12.664,0.221,94.978,6.0,4.0,sad,,
She Remembers (Piano Solo),She Remembers (Piano Solo),Pieter Savenberg,2UaXTR0Xv4SCDQ6wIlVNxC,2020-07-30,27.0,122537.0,0.619,0.996,0.0203,0.944,0.0812,0.337,-26.572,0.0369,135.86,6.0,4.0,calm,,
Shifts Of Light,Still Waters,Avery Young,0KN1zd8K3MTPQyix892mCf,2018-10-30,53.0,261613.0,0.455,0.931,0.216,0.921,0.0839,0.179,-20.107,0.0363,171.93599999999995,3.0,4.0,calm,,
Shine,Shine,Manse,6YbVddGFPcfOVJrxhUusbV,2019-08-02,54.0,163124.0,0.428,0.0259,0.873,2.64e-05,0.6679999999999999,0.285,-3.499,0.0566,127.95,10.0,4.0,happy,,
Should Have Known Better,Carrie & Lowell,Sufjan Stevens,5I6y1KWmUoV5YCaIEcs1qs,2015-03-31,65.0,307697.0,0.5710000000000001,0.979,0.172,0.275,0.124,0.297,-20.7,0.0318,90.972,7.0,4.0,sad,,
Should I Stay or Should I Go - Remastered,Hits Back,The Clash,3v8PlUFGQQDBIk1J86waCo,2013-08-26,68.0,188240.0,0.742,0.0838,0.8440000000000001,0.0,0.418,0.85,-6.441,0.111,113.371,2.0,4.0,happy,,
Silhouette,Have You In My Wilderness,Julia Holter,4riNlzZh1Xd4xqbIWy7zfM,2015-09-25,37.0,233546.0,0.445,0.173,0.469,0.000624,0.0998,0.535,-5.981,0.0291,178.05200000000005,8.0,4.0,sad,,
Silver Lining,Silver Lining,Pieter de Graaf,4w7vMUyVony198G1c79PSq,2020-04-17,46.0,225839.0,0.317,0.986,0.106,0.899,0.111,0.108,-20.574,0.0302,78.66,1.0,4.0,calm,,
Simple Song,The Boy Who Cried Wolf,Passenger,70HWRkitkAKfos500LBk0T,2017-07-28,62.0,228480.0,0.631,0.616,0.402,0.0114,0.0892,0.598,-11.125,0.0286,78.0,5.0,4.0,sad,,
Sinking Man - The Walking Dead Soundtrack,The Walking Dead (AMC’s Original Soundtrack – Vol. 1),Various Artists,5Hd6DPGjqihEnWSiGRzqr6,2013-01-01,0.0,166560.0,0.684,0.905,0.0646,1.86e-05,0.0789,0.334,-18.052,0.0522,95.99,10.0,3.0,sad,,
Sintra,Reflections,Made Of Gold,0b6iQfSLnYGz5VCzwndLz9,2020-06-09,49.0,201951.0,0.395,0.984,0.147,0.909,0.0724,0.1669999999999999,-19.174,0.051,164.176,2.0,4.0,calm,,
Siren Song - Radio Edit,Siren Song,CamelPhat,1uGXhKyK50NIXNqBKN73DS,2015-12-25,39.0,207301.0,0.71,0.00891,0.705,0.16,0.177,0.34,-7.417000000000002,0.0345,119.986,7.0,4.0,happy,,
Skinny Love,"For Emma, Forever Ago",Bon Iver,1NyFRrFiJAJIaR6icj1goI,2008-05-12,67.0,238532.0,0.5920000000000001,0.8420000000000001,0.256,2.38e-06,0.088,0.103,-14.031,0.0449,76.361,4.0,4.0,sad,,
Sleep,Son of a Lady,Hope Sandoval and the Warm Inventions,7C0naD1GsrGZTKGMbg7m7I,2017-09-15,25.0,228873.0,0.55,0.843,0.596,0.462,0.15,0.207,-8.962,0.0335,143.18200000000004,10.0,4.0,sad,,
Slow It Down,The Lumineers,The Lumineers,0ewX9JsKy9oa4IifkFSroa,2012-01-01,0.0,305346.0,0.423,0.928,0.0657,1.4e-06,0.0922,0.105,-14.421,0.0386,98.489,1.0,3.0,sad,,
Smile,"Alright, Still (Deluxe)",Lily Allen,79z9QkhHePTFsSeVw9uyj0,2006-07-14,75.0,196893.0,0.632,0.00143,0.639,0.0,0.221,0.733,-5.938,0.0259,95.506,5.0,4.0,happy,,
Snowfall,Piano Piano,Florejan,51USOvxeXLH3EvL3RwWJp7,2019-11-29,31.0,164703.0,0.4370000000000001,0.984,0.0747,0.914,0.109,0.175,-20.209,0.0648,117.078,1.0,4.0,calm,,
Solitude,Solitude,Joep Beving,21UkknmSYISvDaQbaMIOgq,2020-04-17,57.0,225829.0,0.342,0.995,0.0311,0.92,0.131,0.0634,-26.999,0.0355,97.622,9.0,3.0,calm,,
Some Kind Of Love,Wonderful Wonderful,The Killers,0vicQm86o7GnT42GdG34sA,2017-09-22,55.0,278093.0,0.246,0.713,0.482,0.226,0.102,0.0776,-9.949,0.0359,141.863,8.0,4.0,sad,,
Somebody - Josef Bamba Remix Radio Edit,Somebody (Josef Bamba Remixes),Oliver Ingrosso,5riuN21I50r717iOmCJ7Kr,2017-07-21,42.0,227404.0,0.67,0.00162,0.88,0.0,0.261,0.312,-6.419,0.044,121.004,4.0,4.0,happy,,
Somebody That I Used To Know,Making Mirrors,Gotye,1qDrWA6lyx8cLECdZE7TV7,2011-01-01,77.0,244884.0,0.865,0.5479999999999999,0.521,0.000115,0.0989,0.748,-6.932,0.0371,129.059,0.0,4.0,happy,,
Someday,Chapter I,City of the Sun,5zOetBDO9NONS4KnIBXtnx,2019-11-15,53.0,288040.0,0.5720000000000001,0.265,0.5710000000000001,0.917,0.109,0.115,-10.067,0.0331,96.986,8.0,4.0,calm,,
Someone Like You,21,Adele,6QPKYGnAW9QozVz2dSWqRg,2011-01-19,79.0,285240.0,0.5539999999999999,0.893,0.321,0.0,0.0996,0.288,-8.251,0.028,135.047,9.0,4.0,sad,,
Someone New,Someone New,Thomas Gold,2GkPTpFLY0NG8jrAHPoSnn,2019-06-14,58.0,182812.0,0.655,0.00297,0.794,1.34e-05,0.1,0.389,-5.29,0.0765,127.957,6.0,4.0,happy,,
Somewhere Only We Know,Somewhere Only We Know,Valentin,1EwyAL8SdJpIX0M9b1ArAp,2020-05-25,51.0,193750.0,0.472,0.84,0.305,0.0,0.142,0.584,-11.465,0.0295,165.9,8.0,4.0,sad,,
Son of a Lady,Son of a Lady,Hope Sandoval and the Warm Inventions,1mc5ECVjhFQUMzdsvX9gwf,2017-09-15,23.0,225233.0,0.272,0.895,0.337,0.713,0.0764,0.0374,-13.724,0.0338,93.64,9.0,3.0,sad,,
"Song to the Siren - Recorded at Strongroom Studios, London",Spotify Singles,Wolf Alice,0hx6wJdPlMpT254F9UYQNu,2017-11-15,42.0,211159.0,0.371,0.963,0.15,0.0,0.124,0.0785,-11.116,0.0294,68.774,2.0,4.0,sad,,
Spirit In The Sky,Spirit In The Sky,Norman Greenbaum,7fqhrLJzKHJ0RW32N0y2Gp,1969-01-01,0.0,242893.0,0.537,0.0939,0.606,0.00559,0.11,0.5820000000000001,-7.047999999999999,0.0347,128.73,2.0,4.0,happy,,
Start Me Up - Remastered,Tattoo You (2009 Re-Mastered),The Rolling Stones,7HKez549fwJQDzx3zLjHKC,1981-08-24,77.0,213066.0,0.631,0.0436,0.932,0.1369999999999999,0.0918,0.971,-4.142,0.0354,122.429,5.0,4.0,happy,,
Stay,Stay,Gracie Abrams,0Uon5NsSAkBDx69XYOaQ5P,2019-11-21,67.0,177152.0,0.618,0.883,0.37,0.0,0.123,0.433,-10.5,0.0543,114.26,10.0,4.0,sad,,
Stay Home,Stay Home,Golden Sleep,5NRWr6U9kBI3NP7Hr7fyy8,2020-04-24,34.0,176000.0,0.234,0.992,0.174,0.942,0.148,0.362,-21.752,0.0376,66.301,9.0,4.0,calm,,
Stay Still,Stay Still,Alberto L. Ferro,12nlJypOUmAV4VQxFvfAw1,2020-03-20,30.0,283506.0,0.382,0.987,0.0305,0.7829999999999999,0.0921,0.0835,-26.271,0.0574,72.398,11.0,4.0,calm,,
"Steady, As She Goes",Broken Boy Soldiers,The Raconteurs,2VAlwOewe5c40VHyqozF1V,2006-05-15,1.0,215266.0,0.534,0.00865,0.605,0.00826,0.0781,0.56,-4.3660000000000005,0.113,123.003,9.0,4.0,happy,,
Still Waiting to Start,"The Sun Will Come up, The Seasons Will Change & The Flowers Will Fall",Nina Nesbitt,1yERtbTiF9fKGxaelyLJOA,2019-11-22,54.0,183173.0,0.615,0.639,0.332,0.0,0.15,0.515,-10.161,0.0295,125.894,7.0,4.0,sad,,
Stormy Weather,Stormy Weather,Lost Horse Mine,7oXWUVH2t0UR11AvhhY8GQ,2019-08-30,50.0,150169.0,0.444,0.00308,0.382,0.816,0.0915,0.197,-9.324,0.0397,123.59,2.0,3.0,calm,,
Story Of A Violin,Story Of A Violin,Sandro Silva,3JjPOBCCKmvtgSsVIDqFDl,2019-06-07,52.0,154692.0,0.5479999999999999,0.0125,0.8640000000000001,0.287,0.818,0.161,-6.835,0.0881,128.196,11.0,4.0,happy,,
Strange Dreams,Solo Piano,Ella van der Woude,0YXPmthF2oHLQCYIGkSrZy,2020-02-14,30.0,133918.0,0.308,0.988,0.0229,0.8190000000000001,0.0935,0.148,-26.941,0.0406,145.717,9.0,4.0,calm,,
Streets,Rivals,Kensington,265poZGWCyWo6h5tq7kiA6,2014-08-08,0.0,185358.0,0.376,0.000874,0.7709999999999999,8.98e-06,0.274,0.419,-5.8,0.0422,168.15400000000002,6.0,4.0,happy,,
Stuck In The Middle With You,Reservoir Dogs (Original Motion Picture Soundtrack),Various Artists,1b7LMtXCXGc2EwOIplI35z,2009-01-01,73.0,203893.0,0.795,0.0934,0.564,0.000531,0.0631,0.961,-10.482,0.0392,124.166,7.0,4.0,happy,,
Such Great Heights,Around The Well,Iron & Wine,7vcuTZAFyu0Z5dgMRLR0h0,2009-05-19,0.0,251280.0,0.61,0.8079999999999999,0.275,0.913,0.403,0.552,-10.644,0.028,94.088,6.0,4.0,sad,,
Suds & Soda,Worst Case Scenario,dEUS,0MaUnKwsHKRj4qjLDuBG66,1994-01-01,42.0,314200.0,0.149,8.51e-05,0.79,0.000248,0.0903,0.39,-7.93,0.052,170.28900000000004,4.0,4.0,happy,,
Suhpratti,Hum,Parazal,4A6C6K8c8IukPda2f0rI8J,2020-07-24,38.0,186542.0,0.564,0.974,0.0515,0.765,0.114,0.214,-15.118,0.0338,93.961,11.0,4.0,calm,,
Summer Boredom,Solo Piano,Ella van der Woude,1B96GJer0xmo0t9rZg5V4c,2020-02-14,29.0,150031.0,0.496,0.994,0.0281,0.951,0.0813,0.157,-24.864,0.0372,72.124,2.0,3.0,calm,,
Summer-Blink,Treasure Hiding: The Fontana Years,Cocteau Twins,66epoq09V61hukB4Sdm3Q4,2018-10-05,22.0,189653.0,0.491,0.168,0.599,0.0,0.166,0.189,-6.7410000000000005,0.0274,80.048,5.0,4.0,sad,,
Sun In Our Eyes - Don Diablo Remix,Sun In Our Eyes (Don Diablo Remix),MØ,1Cfws8y490Zpsqsyeme6V1,2018-08-08,55.0,206452.0,0.6990000000000001,0.0589,0.861,2.64e-06,0.0794,0.315,-3.09,0.173,125.942,4.0,3.0,happy,,
Sunspots,Comforter,Bodywash,2yNeqUczAqpKSo8vFF00CR,2019-08-30,7.0,283230.0,0.379,0.00565,0.499,0.125,0.077,0.335,-13.923,0.0411,155.993,4.0,4.0,sad,,
Supermarket,Manuela,Manuela,2K1OMOjqHBoJf3NT4J6meQ,2017-04-21,17.0,224727.0,0.588,0.812,0.352,0.0564,0.126,0.655,-9.624,0.0403,146.718,10.0,4.0,sad,,
Superstition,Number 1's,Stevie Wonder,4dwrL3Z5U2RZ6MZiKE2PgL,2007-01-01,1.0,244826.0,0.648,0.0182,0.7509999999999999,0.000401,0.0418,0.863,-8.582,0.0806,100.437,8.0,4.0,happy,,
Surrender,Surrender,Natalie Taylor,0ecC8p17cDNlxHXkuYqeR6,2019-10-29,84.0,183103.0,0.39,0.8,0.448,0.182,0.107,0.077,-8.57,0.0276,144.89,5.0,5.0,sad,,
Take Everything,Take Everything,Gareth Emery,2L93hpsnJ8scBHIQFZzh1b,2018-12-14,54.0,212238.0,0.506,0.0234,0.823,0.000916,0.303,0.405,-5.272,0.0424,133.954,6.0,4.0,happy,,
Take on Me,Hunting High and Low,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,1985-06-01,84.0,225280.0,0.573,0.018,0.902,0.00125,0.0928,0.8759999999999999,-7.638,0.054,84.412,6.0,4.0,happy,,
Takeoff,Takeoff,Silo Silo,4iKSrwTBu0vLSqmZUXSGXr,2020-05-01,53.0,194666.0,0.44,0.625,0.32,0.8859999999999999,0.0823,0.0694,-12.011,0.0323,180.03599999999997,4.0,4.0,calm,,
Talking In Your Sleep,In Heat,The Romantics,7fRvtXvJMpGfTLdF0M09a1,1983-02-14,61.0,235093.0,0.72,0.0289,0.967,0.000345,0.142,0.977,-4.434,0.0343,129.766,9.0,4.0,happy,,
Target,Target,Tom Kalani,60tHXabTlAhzlkXRDWl9cp,2019-11-16,55.0,183000.0,0.55,0.7140000000000001,0.471,0.952,0.0815,0.261,-16.049,0.0295,159.983,5.0,4.0,calm,,
Teardrop - Remastered 2006,Bite Size Massive Attack,Massive Attack,1ZekzmhuM380sFcUZePjmL,2006-01-01,0.0,328026.0,0.612,0.0204,0.463,0.653,0.183,0.17,-7.653,0.035,76.98,11.0,4.0,sad,,
Teardrops - Single Version,Music For Groovin',Various Artists,5HiKQLlJ3LAuz8J9yHB0HX,2007-01-01,60.0,230573.0,0.879,0.037,0.693,0.119,0.18,0.966,-10.577,0.046,133.231,11.0,4.0,happy,,
Teenage Dirtbag,Wheatus,Wheatus,25FTMokYEbEWHEdss5JLZS,1999-02-15,68.0,241666.0,0.625,0.346,0.85,0.000233,0.174,0.633,-3.904,0.0495,94.661,4.0,4.0,happy,,
Tegel,Tegel,Lambert,5Vh9sUjTiivWtvKmif40wy,2020-05-01,42.0,151764.0,0.233,0.993,0.0997,0.937,0.105,0.123,-25.616,0.0456,84.309,1.0,4.0,calm,,
Telling Tales,Telling Tales,Song Sung,3AfZWVkAf2ipi68BMVvfwq,2020-05-26,36.0,252499.0,0.425,0.0262,0.555,0.284,0.206,0.247,-11.806,0.0287,108.991,0.0,4.0,sad,,
The A Team,The A Team,Ed Sheeran,2vBF8A6n0REigm7RSUM65S,2011-05-01,34.0,258588.0,0.626,0.6779999999999999,0.286,0.0,0.134,0.366,-9.933,0.0374,84.954,9.0,4.0,sad,,
The Boys Are Back In Town,Jailbreak (Deluxe Edition),Thin Lizzy,2iAq1y8jEVOQM6OA8L0XtO,1976,0.0,266720.0,0.319,0.242,0.7120000000000001,0.000414,0.294,0.773,-9.742,0.0535,78.11399999999998,8.0,4.0,happy,,
The Calvary Cross,Live in Studio,Still Corners,65IP0rTvP6hFkIUNODG2VK,2019-11-25,32.0,306893.0,0.6609999999999999,0.675,0.425,0.13,0.104,0.19,-10.317,0.0312,114.042,9.0,4.0,sad,,
The Choice,The Last of Us,Gustavo Santaolalla,2IXJyG1DX93g2EhFXghz37,2013-06-07,59.0,102373.0,0.303,0.909,0.00338,0.89,0.116,0.347,-30.932,0.0493,50.96,4.0,4.0,calm,,
The Dazzler,Ex:Re,Ex:Re,12oa6kHYN9FamPdcpSM54i,2018-11-30,0.0,281567.0,0.775,0.343,0.218,0.00596,0.0866,0.361,-11.0,0.0461,133.036,9.0,4.0,sad,,
The Disappearance of the Unmoved Mover,The Disappearance of the Unmoved Mover,So Vea,62uEGHla1SOT2rhVAyMn6K,2020-03-06,54.0,269296.0,0.627,0.879,0.4270000000000001,0.878,0.0977,0.132,-11.498,0.0283,112.043,11.0,4.0,calm,,
The Discovery,The Discovery,Sulfur Springs,5NKK0t7lYlyDsT5auDYKmq,2019-10-04,55.0,193000.0,0.414,0.8270000000000001,0.127,0.8220000000000001,0.0919,0.0354,-22.097,0.0383,130.02100000000002,0.0,4.0,calm,,
The Dreamer,The Dreamer,Charles Bolt,3XnQ3OqmfvP5Sh6gACEKnG,2020-03-19,55.0,178148.0,0.235,0.983,0.0363,0.92,0.0823,0.0481,-18.9,0.0335,160.704,0.0,5.0,calm,,
The Five Times I Loved You,Pyramid Train,Cora Zea,0W4RUo3m0jL0wHADS0PLme,2020-05-15,50.0,205695.0,0.41,0.988,0.0845,0.93,0.109,0.0795,-21.814,0.0327,92.033,4.0,4.0,calm,,
The Funeral,The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Various Artists,4Ao5JXfOIMJGlVo8sJpjFr,2007-04-02,0.0,321146.0,0.316,0.0143,0.769,0.0,0.0928,0.118,-5.285,0.0422,122.458,0.0,4.0,sad,,
The Good in Goodbye (Alternate Version),The Good in Goodbye (Alternate Version),Alexander Wren,4IUfRZY8k9MHRsStnjMTUb,2019-10-25,40.0,249576.0,0.7090000000000001,0.59,0.299,0.00292,0.111,0.423,-9.001,0.0297,112.984,0.0,3.0,sad,,
The Hummingbird,The Hummingbird,Barry Adamson,60Rodg2E5ghUbYBrBFr0TA,2018-09-26,0.0,221000.0,0.478,2.27e-05,0.901,0.0801,0.326,0.5770000000000001,-4.9830000000000005,0.0334,94.964,9.0,3.0,sad,,
The Hunger,The Hunger,Bat For Lashes,7AaSbMyCeUxcGsvCmzmfEJ,2019-08-05,26.0,299000.0,0.436,0.0402,0.753,0.0204,0.148,0.399,-9.76,0.0359,89.96799999999998,4.0,4.0,sad,,
The Joker,The Joker,Steve Miller Band,1bp2IO61zbQrbWNmKKxg3f,1973-01-01,77.0,264503.0,0.596,0.365,0.448,5.3e-06,0.206,0.7959999999999999,-9.616,0.0396,83.29299999999998,5.0,4.0,happy,,
The Message,Slow Air,Still Corners,3oLJlBI7OveRtPOuMe4oaM,2018-08-17,53.0,292480.0,0.64,0.00278,0.695,0.611,0.337,0.343,-9.919,0.0326,117.999,5.0,4.0,sad,,
The Mind's Eye,This Ascension is Ours,Song Sung,1igVdCr2mrzwu2lHxUbJWn,2020-07-31,26.0,331179.0,0.376,0.000708,0.546,0.777,0.359,0.305,-12.678,0.0362,115.995,7.0,4.0,sad,,
The Night We Met,Strange Trails,Lord Huron,6mORGLOz79w6VsCRLWYYuK,2015-04-06,17.0,208211.0,0.443,0.969,0.369,0.277,0.638,0.0989,-9.514,0.0441,174.107,9.0,3.0,sad,,
The Night We Met - Rework,The Night We Met,Nico Casal,6lUDMNgZEaXVprnVgoprfT,2020-07-17,31.0,177322.0,0.506,0.992,0.0434,0.866,0.123,0.0823,-19.948,0.0442,110.723,9.0,5.0,calm,,
The Safety Dance,Greatest,Men Without Hats,5O4NFbDqJ8SOfbjnIhdPDt,2013-02-11,61.0,164866.0,0.524,0.0252,0.8809999999999999,0.0,0.101,0.62,-4.479,0.0468,101.677,5.0,4.0,happy,,
The Snail’s Teachings II: The Wonders of,In Between (B-Side),Steven Vrancken,2plPRo1J2A2erccAh1eJMB,2020-06-05,37.0,198250.0,0.334,0.944,0.00961,0.901,0.105,0.0916,-27.24,0.0416,68.153,5.0,3.0,calm,,
The Temporary,The Temporary,Kate Teague,5g5dwJD6zwXG81LRdEsnQr,2020-06-16,36.0,219018.0,0.5489999999999999,0.292,0.524,0.0366,0.122,0.229,-8.288,0.0261,94.991,0.0,4.0,sad,,
The Times Are Tired,Views from Sixteen Stories,Alaskan Tapes,1c6aKOdOoR1TFqn0JTyc4R,2019-09-19,26.0,242466.0,0.216,0.792,0.195,0.93,0.102,0.14,-14.026,0.0382,61.555,8.0,3.0,calm,,
Thin White Duchess,Thin White Duchess,Martin Thulin,0QevFRZ5eiXah4VZWeviK4,2020-01-31,28.0,252392.0,0.537,0.115,0.655,0.294,0.243,0.283,-8.193999999999999,0.0374,119.965,7.0,4.0,sad,,
Thirteen Thirty-Five,This Silence Kills,Dillon,3N2vr4m44BBZiVCZ0O4bnf,2011-11-11,0.0,223085.0,0.67,0.7859999999999999,0.293,0.0,0.215,0.36,-10.56,0.0486,66.97399999999999,5.0,4.0,sad,,
This Reminds You - Satie Remix,This Reminds You,Remy Van Kesteren,7sJm369JitaQLnkymEMe7f,2019-02-01,0.0,321146.0,0.258,0.87,0.0589,0.898,0.148,0.0378,-23.782,0.0381,98.874,5.0,4.0,calm,,
Throw Me a Bone,Throw Me a Bone,Goat Girl,5fw57RymBIg7ys4M8tWJ5H,2018-03-27,26.0,147248.0,0.516,0.585,0.487,0.0507,0.168,0.209,-10.55,0.0331,96.204,5.0,3.0,sad,,
Tilted Towers,Tilted Towers,Alesso,5hdAQegqnitMjNacfLOHQd,2018-11-30,50.0,259475.0,0.7020000000000001,0.000771,0.8420000000000001,0.828,0.28,0.175,-5.059,0.0331,124.01,7.0,4.0,happy,,
Time Out,Time Out,Amoll,4CYsf9MUjowxTMTVT39hTL,2020-01-03,32.0,174240.0,0.695,0.988,0.0761,0.929,0.133,0.262,-17.043,0.0399,125.017,9.0,4.0,calm,,
Time Travel,Rooftops,AMBIE,2ENH05Q7PkilEF6WujXNjG,2020-06-22,39.0,160788.0,0.502,0.965,0.289,0.913,0.153,0.156,-17.378,0.0307,137.92600000000002,8.0,4.0,calm,,
Tiptoeing,Tiptoeing,Jacco Wynia,28nLvoHu6NbkHNPmoxR8uD,2020-03-20,37.0,120536.0,0.467,0.986,0.1369999999999999,0.928,0.101,0.0687,-23.087,0.043,118.715,0.0,4.0,calm,,
To Build A Home,Ma Fleur,The Cinematic Orchestra,54KFQB6N4pn926IUUYZGzK,2007-05-07,72.0,371320.0,0.264,0.885,0.122,0.349,0.094,0.0735,-15.399,0.0349,148.658,9.0,4.0,sad,,
To The Hilt,To The Hilt,BANKS,41bqxcnDRcYsBJnJKtPCdp,2016-09-16,42.0,276746.0,0.327,0.948,0.101,0.0,0.0945,0.0866,-13.949000000000002,0.0525,171.734,8.0,4.0,sad,,
To the Moon,To the Moon,Junodream,65AABj5XsDcxGT92w3jK0o,2018-05-08,0.0,170021.0,0.703,0.356,0.352,0.00378,0.0715,0.85,-14.859000000000002,0.0428,108.003,4.0,4.0,sad,,
Tomorrow,Tomorrow,Annelie,6TcYEIp0uV6lxkmt4FCqf5,2020-07-03,39.0,208520.0,0.325,0.964,0.0809,0.8390000000000001,0.118,0.0604,-24.493,0.0527,178.30700000000004,5.0,4.0,calm,,
Transatlanticism,Transatlanticism,Death Cab for Cutie,3PJikMV2xGNCooQttQrAw5,2003-10-15,0.0,475093.0,0.443,0.393,0.466,0.647,0.165,0.19,-9.209,0.0302,127.493,9.0,4.0,sad,,
Trastevere,Universo en Miniatura Vol. 1,Sebastián Escofet,3rRL23xxAPJ75K3wGBKZIO,2019-07-05,52.0,167613.0,0.42,0.8859999999999999,0.272,0.8340000000000001,0.0841,0.38,-14.843,0.0423,180.03099999999995,4.0,3.0,calm,,
Trees - Solo Piano,Trees,Patrick Hamilton,2SDxYHBST2s6dGodsgnNbM,2020-06-26,31.0,174890.0,0.282,0.957,0.0717,0.919,0.0996,0.206,-25.816,0.053,163.128,5.0,4.0,calm,,
Trying My Best,Trying My Best,Anson Seabra,06qUEhhx6jKQmhj2qAkn4H,2019-12-13,68.0,222467.0,0.561,0.95,0.0587,0.0,0.0828,0.342,-17.819000000000006,0.0762,143.02700000000004,5.0,1.0,sad,,
Tu Vois,Tu Vois,Bram de Looze,5ewE85NIsYxn02MhetYKqs,2020-01-03,0.0,495880.0,0.351,0.995,0.0077,0.919,0.0803,0.0728,-23.17,0.0543,75.742,9.0,4.0,calm,,
Tubthumping,Tubthumper,Chumbawamba,6dL46HEj2hzaSach8EFyCi,1997,0.0,279226.0,0.319,0.118,0.8809999999999999,0.0,0.364,0.625,-7.244,0.14,206.941,2.0,4.0,happy,,
Tuesday,Tuesday,Annelie,2GuchYit1FmdtXTxl6SbUE,2020-04-03,47.0,191293.0,0.3229999999999999,0.99,0.0214,0.902,0.0891,0.0703,-30.328000000000007,0.0384,104.033,4.0,4.0,calm,,
Twist And Shout - Remastered 2009,Please Please Me (Remastered),The Beatles,5ZBeML7Lf3FMEVviTyvi8l,1963-03-22,74.0,155226.0,0.482,0.6409999999999999,0.8490000000000001,7.74e-06,0.0414,0.937,-9.198,0.0452,124.631,2.0,4.0,happy,,
Two Princes,Pocket Full Of Kryptonite,Spin Doctors,4ePP9So5xRzspjLFVVbj90,1991-08-27,72.0,256733.0,0.5429999999999999,0.00162,0.912,2.1e-06,0.0565,0.836,-10.71,0.0601,103.731,7.0,4.0,happy,,
UFOF,UFOF,Big Thief,0DZfBeJhOPyjhqoaTkE3kZ,2019-02-26,0.0,188413.0,0.623,0.638,0.613,0.5720000000000001,0.143,0.745,-9.241,0.0309,147.168,10.0,4.0,sad,,
Understudy,Understudy,Josie Mehlin,0Y41ZfnVaNRQp9dQiagwbC,2019-09-14,51.0,163875.0,0.494,0.983,0.263,0.92,0.0746,0.105,-16.817999999999998,0.0325,159.875,0.0,4.0,calm,,
Underwater - Tinlicker Remix,Underwater (Tinlicker Remix),Gabriel & Dresden,7ku9ctunOcfqWP6z04QTRY,2018-05-01,53.0,239894.0,0.627,0.0607,0.857,0.835,0.132,0.124,-8.253,0.0402,121.976,7.0,4.0,happy,,
Unintended,Showbiz,Muse,6kyxQuFD38mo4S3urD2Wkw,1999,61.0,237026.0,0.487,0.647,0.279,0.00185,0.11,0.162,-11.586,0.0265,139.362,6.0,4.0,sad,,
United,United,Armin van Buuren,27BMhzmPptTnpra962NgQh,2018-08-31,33.0,217391.0,0.643,0.0565,0.957,0.841,0.0763,0.281,-5.026,0.0892,138.07299999999998,1.0,4.0,happy,,
Universe,Universe,Noah Vanden Abeele,0VrJzyZPEkz3VliJoU3w6A,2018-10-12,25.0,250987.0,0.623,0.994,0.134,0.935,0.192,0.171,-18.953,0.0478,62.562,5.0,4.0,calm,,
Unmade,Unmade,Thom Yorke,4rXDPFpzMyUIdEpNWiwzYV,2018-10-25,0.0,267454.0,0.186,0.974,0.3,0.924,0.0672,0.0877,-12.140999999999998,0.0368,96.563,9.0,3.0,sad,,
Used to Be,Used to Be,Jurrivh,0p44zFo2S1c50vmx0B7mPF,2020-06-20,38.0,265641.0,0.201,0.989,0.0394,0.8390000000000001,0.0881,0.0754,-21.798,0.0334,73.742,10.0,4.0,calm,,
Vagabond,Vagabond,Steve Gunn,5gDZbPycrRPF5mC4voMg89,2019-01-08,20.0,301960.0,0.545,0.0888,0.7879999999999999,0.0258,0.0765,0.647,-3.968,0.0281,129.922,11.0,4.0,sad,,
Vague,Envision,Amaranth Cove,3IOXceWmoCrTyl5TXFDzWu,2020-01-03,59.0,143000.0,0.32,0.8809999999999999,0.253,0.935,0.121,0.125,-17.843,0.0356,140.029,10.0,4.0,calm,,
Valse Lente,Valse Lente,Wilson Trouvé,6eTQcsb7NrdgPIZAHchT9k,2020-05-01,31.0,145807.0,0.366,0.996,0.0518,0.909,0.179,0.39,-26.901,0.0402,182.774,3.0,3.0,calm,,
Venom,Venom,Dave202,4EvAP7MWnjDMkADXXEuF5t,2018-07-13,42.0,194500.0,0.357,0.159,0.851,0.866,0.146,0.241,-6.103,0.0534,130.013,2.0,4.0,happy,,
Video Games - Remastered,Born To Die - The Paradise Edition,Lana Del Rey,0fBSs3fRoh1yJcne77fdu9,2012-01-01,68.0,281960.0,0.236,0.8109999999999999,0.249,1e-06,0.087,0.181,-9.595,0.0348,72.847,6.0,5.0,sad,,
Video Killed The Radio Star,The Age Of Plastic,The Buggles,7o7E1nrHWncYY7PY94gCiX,1980-01-10,71.0,252773.0,0.68,0.103,0.6779999999999999,0.00828,0.204,0.251,-11.548,0.0754,131.165,1.0,4.0,happy,,
