name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood,uri,duration_ms
,,,5T0YyRxyxtLDxLYJhLjqWM,,,,0.373,0.162,0.862,0.0,0.48,0.32,-1.98,0.0612,113.252,,,aggressive,spotify:track:5T0YyRxyxtLDxLYJhLjqWM,150267.0
,,,2KzojgmXHO92bQMpyiz4oZ,,,,0.59,0.0538,0.853,0.0,0.354,0.401,-6.03,0.541,141.995,,,aggressive,spotify:track:2KzojgmXHO92bQMpyiz4oZ,138000.0
,,,37gqBnUAZe8BY8WR56kDNk,,,,0.774,0.0614,0.751,0.0,0.0728,0.189,-2.445,0.198,109.98,,,aggressive,spotify:track:37gqBnUAZe8BY8WR56kDNk,140326.0
,,,1nB6VmrPybx4xwkL80OqdA,,,,0.665,0.161,0.905,0.0669,0.907,0.288,-5.785,0.253,114.938,,,aggressive,spotify:track:1nB6VmrPybx4xwkL80OqdA,147305.0
,,,5sqXH7GlmZmToMnGs6Q0nz,,,,0.751,0.393,0.529,0.0336,0.101,0.063,-10.398,0.0328,129.979,,,aggressive,spotify:track:5sqXH7GlmZmToMnGs6Q0nz,162894.0
,,,21d1P7ckHoTJr1l1ZmtFxU,,,,0.695,0.176,0.505,0.395,0.161,0.107,-11.742,0.0637,118.045,,,aggressive,spotify:track:21d1P7ckHoTJr1l1ZmtFxU,135262.0
,,,4ogq83eKhBYXjzRaEtigvV,,,,0.703,0.134,0.551,1.11e-05,0.311,0.375,-9.939,0.265,150.023,,,aggressive,spotify:track:4ogq83eKhBYXjzRaEtigvV,172019.0
,,,4NIxSd3Rlyr0qBb9ejTC2z,,,,0.447,0.0814,0.949,0.0,0.406,0.24,-5.043,0.209,153.995,,,aggressive,spotify:track:4NIxSd3Rlyr0qBb9ejTC2z,176173.0
,,,2u0zjh7LkkHAiqYvh596F6,,,,0.692,0.00495,0.831,1.9e-05,0.434,0.0984,-2.909,0.0639,141.072,,,aggressive,spotify:track:2u0zjh7LkkHAiqYvh596F6,119380.0
,,,6TBG2B3jJukN4lr5LOwyJH,,,,0.577,0.0736,0.896,0.0,0.627,0.371,-4.247,0.413,144.998,,,aggressive,spotify:track:6TBG2B3jJukN4lr5LOwyJH,76000.0
,,,1lOSZBX4HxLqzMwdYxluVI,,,,0.541,0.00848,0.897,0.0,0.322,0.457,-1.613,0.16,125.018,,,aggressive,spotify:track:1lOSZBX4HxLqzMwdYxluVI,130560.0
,,,5LYMamLv12UPbemOaTPyeV,,,,0.72,0.258,0.715,0.0568,0.107,0.357,-4.652,0.04,107.041,,,happy,spotify:track:5LYMamLv12UPbemOaTPyeV,193813.0
,,,1UZOjK1BwmwWU14Erba9CZ,,,,0.573,0.0767,0.781,2.64e-05,0.0813,0.343,-6.406,0.0555,139.934,,,happy,spotify:track:1UZOjK1BwmwWU14Erba9CZ,231907.0
,,,3yrSvpt2l1xhsV9Em88Pul,,,,0.491,0.185,0.583,0.0,0.406,0.908,-10.964,0.0376,150.566,,,happy,spotify:track:3yrSvpt2l1xhsV9Em88Pul,183307.0
,,,7GVUmCP00eSsqc4tzj1sDD,,,,0.731,0.172,0.804,0.00028,0.0685,0.957,-7.621,0.0473,107.383,,,happy,spotify:track:7GVUmCP00eSsqc4tzj1sDD,205933.0
,,,2DNXgvkyv35vTWvdgjs7qn,,,,0.443,0.429,0.533,3.66e-06,0.332,0.596,-5.956,0.0473,183.791,,,happy,spotify:track:2DNXgvkyv35vTWvdgjs7qn,222813.0
,,,2vz1CsL5WBsbpBcwgboTAw,,,,0.583,0.0984,0.905,0.00019,0.0593,0.646,-6.132,0.0733,173.982,,,happy,spotify:track:2vz1CsL5WBsbpBcwgboTAw,226827.0
,,,2grjqo0Frpf2okIBiifQKs,,,,0.697,0.168,0.832,0.00131,0.269,0.979,-7.264,0.0298,125.926,,,happy,spotify:track:2grjqo0Frpf2okIBiifQKs,215093.0
,,,2tUBqZG2AbRi7Q0BIrVrEj,,,,0.709,0.207,0.824,0.000307,0.0888,0.867,-8.824,0.0453,118.818,,,happy,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,291293.0
,,,0Ph6L4l8dYUuXFmb71Ajnd,,,,0.425,0.00414,0.954,0.0,0.0555,0.933,-3.756,0.0476,178.043,,,happy,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,243160.0
,,,2RlgNHKcydI9sayD2Df2xp,,,,0.388,0.652,0.338,3.73e-06,0.248,0.478,-10.054,0.0329,177.765,,,happy,spotify:track:2RlgNHKcydI9sayD2Df2xp,303373.0
,,,74kqTZLnGoPtCwGecA37Xi,,,,0.346,0.0035,0.741,2.91e-06,0.347,0.359,-5.578,0.0365,168.902,,,happy,spotify:track:74kqTZLnGoPtCwGecA37Xi,223718.0
,,,3AszgPDZd9q0DpDFt4HFBy,,,,0.715,0.0644,0.97,0.000156,0.205,0.963,-2.206,0.0648,79.504,,,happy,spotify:track:3AszgPDZd9q0DpDFt4HFBy,239240.0
,,,6jg5SRvdGxvJ0DzNV0UqEK,,,,0.699,0.00296,0.882,0.0544,0.13,0.657,-3.896,0.0311,120.016,,,happy,spotify:track:6jg5SRvdGxvJ0DzNV0UqEK,196813.0
,,,3JTjLyrnevl9ASw3ayGO2P,,,,0.77,0.0305,0.732,0.0,0.157,0.889,-4.601,0.0508,110.011,,,happy,spotify:track:3JTjLyrnevl9ASw3ayGO2P,222680.0
,,,6xkryXuiZU360Lngd4sx13,,,,0.669,0.139,0.727,0.0,0.123,0.807,-7.588,0.0353,102.322,,,happy,spotify:track:6xkryXuiZU360Lngd4sx13,243493.0
,,,0aqRkWPAL9BGCvvdSiXaE9,,,,0.498,0.00482,0.795,5.37e-05,0.124,0.762,-5.992,0.0444,172.564,,,happy,spotify:track:0aqRkWPAL9BGCvvdSiXaE9,207307.0
,,,1yvMUkIOTeUNtNWlWRgANS,,,,0.468,0.112,0.779,0.000373,0.101,0.26,-4.839,0.0779,173.799,,,happy,spotify:track:1yvMUkIOTeUNtNWlWRgANS,217747.0
,,,51LIqkda3pTeECZUhMnool,,,,0.838,0.153,0.546,0.0,0.0656,0.745,-6.811,0.295,137.027,,,happy,spotify:track:51LIqkda3pTeECZUhMnool,206533.0
,,,0bRXwKfigvpKZUurwqAlEh,,,,0.692,0.292,0.651,0.00241,0.105,0.706,-8.267,0.0324,97.923,,,happy,spotify:track:0bRXwKfigvpKZUurwqAlEh,254560.0
,,,2lwwrWVKdf3LR9lbbhnr6R,,,,0.649,0.013,0.888,2.23e-06,0.0888,0.553,-4.807,0.0293,100.975,,,happy,spotify:track:2lwwrWVKdf3LR9lbbhnr6R,208467.0
,,,0uI7yAKUf52Cn7y3sYyjiX,,,,0.815,0.223,0.518,0.0,0.104,0.877,-6.594,0.0897,151.891,,,happy,spotify:track:0uI7yAKUf52Cn7y3sYyjiX,177667.0
,,,1z6WtY7X4HQJvzxC4UgkSf,,,,0.652,0.0848,0.749,0.0,0.604,0.651,-5.248,0.0886,94.103,,,happy,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,267413.0
,,,0ZERGmkfuDSrLaIzEGFdiH,,,,0.751,0.0246,0.713,2.74e-05,0.157,0.474,-5.846,0.0654,102.005,,,happy,spotify:track:0ZERGmkfuDSrLaIzEGFdiH,187095.0
,,,5phuEZAscX7xyQgvxyLKir,,,,0.659,0.274,0.729,0.0,0.245,0.722,-6.436,0.138,169.998,,,happy,spotify:track:5phuEZAscX7xyQgvxyLKir,153500.0
,,,2TTYIwTM2iLC1YOyHuhRMt,,,,0.765,0.262,0.791,0.000154,0.0669,0.966,-5.707,0.0317,95.026,,,happy,spotify:track:2TTYIwTM2iLC1YOyHuhRMt,206227.0
,,,4bHsxqR3GMrXTxEPLuK5ue,,,,0.5,0.127,0.748,0.0,0.447,0.514,-9.072,0.0363,118.852,,,happy,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,250987.0
,,,2BydLQAh7CUIFvSEqAMc4x,,,,0.843,0.28,0.48,0.000782,0.108,0.762,-11.574,0.0492,101.993,,,happy,spotify:track:2BydLQAh7CUIFvSEqAMc4x,180493.0
,,,0Yc0ziTsyjahYqlWXVXlTU,,,,0.761,0.15,0.784,0.0,0.125,0.691,-4.977,0.133,114.93,,,happy,spotify:track:0Yc0ziTsyjahYqlWXVXlTU,161880.0
,,,5MztBRRywrACJFq8tPNanu,,,,0.83,0.0363,0.548,6.83e-05,0.184,0.98,-11.132,0.0503,127.508,,,happy,spotify:track:5MztBRRywrACJFq8tPNanu,212947.0
,,,3VA8T3rNy5V24AXxNK5u9E,,,,0.676,0.461,0.762,0.0,0.0574,0.81,-4.172,0.0351,119.003,,,happy,spotify:track:3VA8T3rNy5V24AXxNK5u9E,207493.0
,,,6jBCehpNMkwFVF3dz4nLIW,,,,0.965,0.00131,0.857,0.0,0.0726,0.951,-8.458,0.17,127.656,,,happy,spotify:track:6jBCehpNMkwFVF3dz4nLIW,183760.0
,,,3U5JVgI2x4rDyHGObzJfNf,,,,0.706,0.00584,0.8,0.0,0.0822,0.629,-6.333,0.0399,100.011,,,happy,spotify:track:3U5JVgI2x4rDyHGObzJfNf,259333.0
,,,3jfZ9M23l0L7RxzYMTgBTv,,,,0.682,0.0884,0.9,0.063,0.0685,0.937,-5.028,0.0874,100.721,,,happy,spotify:track:3jfZ9M23l0L7RxzYMTgBTv,179499.0
,,,6HcQZfMrw3KwGyzrKw1Pjy,,,,0.701,0.18,0.705,0.0,0.141,0.71,-6.18,0.0357,100.669,,,happy,spotify:track:6HcQZfMrw3KwGyzrKw1Pjy,232960.0
,,,6tunhVGD8C05MZNjSVIsjw,,,,0.626,0.124,0.565,0.0,0.0811,0.924,-10.027,0.0271,116.61,,,happy,spotify:track:6tunhVGD8C05MZNjSVIsjw,233507.0
,,,2aPTvyE09vUCRwVvj0I8WK,,,,0.721,0.181,0.707,3.68e-06,0.143,0.743,-6.364,0.0595,125.005,,,happy,spotify:track:2aPTvyE09vUCRwVvj0I8WK,158206.0
,,,2eAvDnpXP5W0cVtiI0PUxV,,,,0.609,0.0157,0.692,0.0,0.0864,0.454,-2.958,0.0259,116.959,,,happy,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,233720.0
,,,1H5IfYyIIAlgDX8zguUzns,,,,0.487,0.0422,0.382,4.74e-06,0.411,0.714,-10.889,0.0309,116.557,,,happy,spotify:track:1H5IfYyIIAlgDX8zguUzns,261280.0
,,,0k5hoseEJnCAbpRh38dNoI,,,,0.779,0.343,0.754,2.6e-06,0.0965,0.883,-4.358,0.0966,89.998,,,happy,spotify:track:0k5hoseEJnCAbpRh38dNoI,174733.0
,,,2Dz8KeCYs9awlwUJStJlmh,,,,0.72,0.0384,0.791,0.0,0.157,0.756,-4.689,0.124,102.071,,,happy,spotify:track:2Dz8KeCYs9awlwUJStJlmh,175427.0
,,,6eVM9lCmIqwGTUOoeH61Lu,,,,0.842,0.0684,0.622,0.0,0.33,0.587,-5.437,0.0967,139.927,,,happy,spotify:track:6eVM9lCmIqwGTUOoeH61Lu,140733.0
,,,4gtkHMuEMhysN6ZitUSRBf,,,,0.631,0.531,0.805,0.0,0.172,0.906,-2.646,0.0632,91.999,,,happy,spotify:track:4gtkHMuEMhysN6ZitUSRBf,147391.0
,,,44CZRkOxv7UItaAUmh8PgN,,,,0.775,0.114,0.655,0.00016,0.035,0.346,-7.333,0.102,114.503,,,happy,spotify:track:44CZRkOxv7UItaAUmh8PgN,323253.0
,,,1gv4xPanImH17bKZ9rOveR,,,,0.7,0.0048,0.709,0.0,0.029,0.624,-5.006,0.0838,122.019,,,happy,spotify:track:1gv4xPanImH17bKZ9rOveR,202960.0
,,,0HPD5WQqrq7wPWR7P7Dw1i,,,,0.755,0.0991,0.837,0.0,0.289,0.714,-2.718,0.142,120.028,,,happy,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,199693.0
,,,4bh2jy0vLIrXE1Cnq2u8gG,,,,0.7,0.151,0.551,0.0,0.244,0.737,-6.699,0.0363,90.005,,,happy,spotify:track:4bh2jy0vLIrXE1Cnq2u8gG,140086.0
,,,4NBTZtAt1F13VvlSKe6KTl,,,,0.575,0.0558,0.571,0.0,0.0912,0.449,-7.906,0.0439,105.049,,,happy,spotify:track:4NBTZtAt1F13VvlSKe6KTl,197947.0
,,,59QI3gSnv576kHyV4Jqt36,,,,0.781,0.049,0.861,0.0,0.209,0.711,-6.893,0.0411,111.011,,,happy,spotify:track:59QI3gSnv576kHyV4Jqt36,156633.0
,,,3cU2wBxuV6nFiuf6PJZNlC,,,,0.655,0.375,0.782,0.0,0.317,0.832,-4.789,0.185,79.427,,,happy,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,184227.0
,,,1nNfkK3cfckAyTmNRk1b60,,,,0.492,0.21,0.867,0.0,0.78,0.734,-2.404,0.041,179.941,,,happy,spotify:track:1nNfkK3cfckAyTmNRk1b60,199605.0
,,,0JXXNGljqupsJaZsgSbMZV,,,,0.684,0.0267,0.607,0.000307,0.191,0.498,-8.127,0.1,81.001,,,happy,spotify:track:0JXXNGljqupsJaZsgSbMZV,195373.0
,,,4h83bb7xRzB7Qo735CjLMH,,,,0.636,0.0285,0.783,0.00164,0.18,0.678,-6.949,0.0368,104.993,,,happy,spotify:track:4h83bb7xRzB7Qo735CjLMH,163429.0
,,,1cxPOIEirHd43X5qeGebUY,,,,0.829,0.19,0.583,0.00103,0.127,0.765,-8.586,0.0353,110.974,,,happy,spotify:track:1cxPOIEirHd43X5qeGebUY,148869.0
,,,76ZRoeAgtae628jiFYDLCT,,,,0.482,0.0429,0.633,0.0,0.201,0.378,-6.108,0.0441,159.906,,,happy,spotify:track:76ZRoeAgtae628jiFYDLCT,174944.0
,,,4hM1rUoUrthsX8D4BH74MO,,,,0.813,0.0157,0.751,0.0,0.175,0.661,-2.932,0.0905,89.97,,,happy,spotify:track:4hM1rUoUrthsX8D4BH74MO,198295.0
,,,1XzihhvRzOHYmVImIZ9g8Q,,,,0.764,0.391,0.689,0.0,0.062,0.779,-5.286,0.368,176.087,,,happy,spotify:track:1XzihhvRzOHYmVImIZ9g8Q,161159.0
,,,16k7sLX58uNRKuueVzG6jy,,,,0.778,0.0836,0.645,2.26e-06,0.184,0.558,-6.374,0.0643,142.07,,,happy,spotify:track:16k7sLX58uNRKuueVzG6jy,168421.0
,,,6oJ6le65B3SEqPwMRNXWjY,,,,0.693,0.0151,0.678,5.71e-06,0.101,0.404,-7.159,0.0324,103.952,,,happy,spotify:track:6oJ6le65B3SEqPwMRNXWjY,228267.0
,,,1QNqrsNQ1JVLEwncov3lEY,,,,0.457,0.00144,0.823,0.0,0.108,0.578,-4.76,0.311,192.205,,,happy,spotify:track:1QNqrsNQ1JVLEwncov3lEY,230733.0
,,,6fvIzrJ6boUDFF19fH4S2s,,,,0.424,0.064,0.438,0.0,0.0764,0.924,-15.192,0.0529,175.139,,,happy,spotify:track:6fvIzrJ6boUDFF19fH4S2s,144893.0
,,,1hGy2eLcmC8eKx7qr1tOqx,,,,0.762,0.15,0.661,0.0,0.256,0.769,-6.075,0.0687,130.009,,,happy,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,225373.0
,,,7FS541dJh3iQAEXEZoDhE6,,,,0.458,0.691,0.801,0.0,0.328,0.93,-7.83,0.0565,160.547,,,happy,spotify:track:7FS541dJh3iQAEXEZoDhE6,159853.0
,,,2dlEdDEmuQsrcXaAL3Znzi,,,,0.737,0.261,0.569,0.308,0.046,0.912,-6.702,0.0552,167.202,,,happy,spotify:track:2dlEdDEmuQsrcXaAL3Znzi,190707.0
,,,0ikz6tENMONtK6qGkOrU3c,,,,0.62,0.271,0.573,0.0,0.0607,0.897,-11.893,0.0423,81.548,,,happy,spotify:track:0ikz6tENMONtK6qGkOrU3c,231333.0
,,,2aBxt229cbLDOvtL7Xbb9x,,,,0.65,0.457,0.531,0.0,0.249,0.487,-8.335,0.0364,78.946,,,happy,spotify:track:2aBxt229cbLDOvtL7Xbb9x,258133.0
,,,0pBhA8yQ5FUKyQG13x2Qmh,,,,0.661,0.0557,0.911,5.54e-06,0.348,0.919,-6.571,0.0417,117.147,,,happy,spotify:track:0pBhA8yQ5FUKyQG13x2Qmh,334187.0
,,,3pf96IFggfQuT6Gafqx2rt,,,,0.647,0.088,0.868,0.124,0.129,0.804,-6.427,0.106,121.82,,,happy,spotify:track:3pf96IFggfQuT6Gafqx2rt,242240.0
,,,2tznHmp70DxMyr2XhWLOW0,,,,0.636,0.0807,0.676,0.0,0.0831,0.273,-3.442,0.0263,113.98,,,happy,spotify:track:2tznHmp70DxMyr2XhWLOW0,208760.0
,,,3CSpzkoL1XgDBZ1q9aDCUV,,,,0.696,0.0736,0.943,0.0,0.653,0.832,-2.962,0.043,129.002,,,happy,spotify:track:3CSpzkoL1XgDBZ1q9aDCUV,194867.0
,,,4VRJfWj7cNKivIggXeje8z,,,,0.426,0.00162,0.957,0.000617,0.291,0.888,-5.552,0.0634,159.977,,,happy,spotify:track:4VRJfWj7cNKivIggXeje8z,174933.0
,,,4rHZZAmHpZrA3iH5zx8frV,,,,0.574,0.234,0.512,0.0,0.0946,0.512,-6.664,0.0503,76.899,,,happy,spotify:track:4rHZZAmHpZrA3iH5zx8frV,484147.0
,,,60nZcImufyMA1MKQY3dcCH,,,,0.647,0.219,0.822,0.0,0.0908,0.962,-4.662,0.183,160.019,,,happy,spotify:track:60nZcImufyMA1MKQY3dcCH,232720.0
,,,0EJ3Kofm9hYq3hL4VZ881G,,,,0.87,0.0421,0.775,1.8e-06,0.14,0.792,-3.703,0.0865,106.001,,,happy,spotify:track:0EJ3Kofm9hYq3hL4VZ881G,181666.0
,,,1WkMMavIMc4JZ8cfMmxHkI,,,,0.669,0.0106,0.832,0.0,0.0968,0.7,-5.721,0.0682,113.035,,,happy,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,237547.0
,,,7GKMstqz3UYkFvlX93qCyz,,,,0.689,0.0373,0.863,1.55e-05,0.0958,0.576,-5.962,0.0348,105.044,,,happy,spotify:track:7GKMstqz3UYkFvlX93qCyz,256320.0
,,,5vfoUjrdaLTQHGbLbcl5lx,,,,0.641,0.33,0.471,1.19e-05,0.382,0.559,-9.99,0.0564,143.981,,,happy,spotify:track:5vfoUjrdaLTQHGbLbcl5lx,190641.0
,,,7nlvjuAdtKroFHdgqwCBKC,,,,0.416,0.000157,0.837,0.0,0.0881,0.376,-5.127,0.0598,165.967,,,happy,spotify:track:7nlvjuAdtKroFHdgqwCBKC,195253.0
,,,6CenzKfN5aqSMXV8yJAi43,,,,0.639,0.0301,0.647,0.000142,0.0964,0.352,-6.537,0.0301,130.032,,,happy,spotify:track:6CenzKfN5aqSMXV8yJAi43,148034.0
,,,5zYEMdgHeGvbdPgd3tOHcu,,,,0.682,0.556,0.604,2.34e-05,0.0992,0.701,-8.611,0.421,99.848,,,happy,spotify:track:5zYEMdgHeGvbdPgd3tOHcu,229080.0
,,,1c1sdxrYLIiuJOlE7PPttb,,,,0.662,0.163,0.489,0.0,0.172,0.506,-7.067,0.0525,102.04,,,happy,spotify:track:1c1sdxrYLIiuJOlE7PPttb,195881.0
,,,6QD2VjrjttjljqUZPf9R89,,,,0.703,0.00415,0.801,0.000248,0.134,0.672,-4.694,0.0333,108.001,,,happy,spotify:track:6QD2VjrjttjljqUZPf9R89,202222.0
,,,3Kkjo3cT83cw09VJyrLNwX,,,,0.534,0.091,0.725,0.0,0.0264,0.55,-3.906,0.046,88.098,,,happy,spotify:track:3Kkjo3cT83cw09VJyrLNwX,225149.0
,,,79wbJeLkXOlJh4AzaWCWfL,,,,0.761,0.178,0.739,3.35e-06,0.23,0.656,-3.591,0.0369,118.997,,,happy,spotify:track:79wbJeLkXOlJh4AzaWCWfL,213436.0
,,,2Y90nL1ohB4sgYELDs7uNx,,,,0.574,0.0457,0.96,0.0,0.121,0.978,-4.906,0.032,117.486,,,happy,spotify:track:2Y90nL1ohB4sgYELDs7uNx,254733.0
,,,4HlFJV71xXKIGcU3kRyttv,,,,0.673,0.185,0.886,0.0,0.0826,0.795,-4.44,0.0431,97.012,,,happy,spotify:track:4HlFJV71xXKIGcU3kRyttv,216773.0
,,,4WZ3liyYz5ZzDcL4ibAuOi,,,,0.583,0.00484,0.856,0.0,0.224,0.48,-5.446,0.0445,168.053,,,happy,spotify:track:4WZ3liyYz5ZzDcL4ibAuOi,178973.0
,,,2sX7lJXsOYGP1Us6CqM9t1,,,,0.689,0.0833,0.706,0.0,0.105,0.623,-4.48,0.0312,106.52,,,happy,spotify:track:2sX7lJXsOYGP1Us6CqM9t1,226268.0
,,,5cy2dREJqJAyf3CNr509W7,,,,0.89,0.0606,0.666,6.54e-05,0.11,0.269,-4.361,0.129,98.018,,,happy,spotify:track:5cy2dREJqJAyf3CNr509W7,165360.0
,,,0kzw2tRyuL9rzipi5ntlIy,,,,0.578,0.00701,0.866,0.0,0.257,0.619,-3.804,0.0619,128.038,,,happy,spotify:track:0kzw2tRyuL9rzipi5ntlIy,199080.0
,,,1jzJQlaWgu7ZYqRldXXFRD,,,,0.72,0.245,0.612,0.0,0.109,0.624,-6.324,0.0545,111.984,,,happy,spotify:track:1jzJQlaWgu7ZYqRldXXFRD,180879.0
,,,6bePYd5M396sVoHFDg36Ub,,,,0.594,0.0775,0.554,0.0,0.154,0.481,-5.947,0.0323,178.094,,,happy,spotify:track:6bePYd5M396sVoHFDg36Ub,204774.0
,,,6iMoJ3UdrO2ZjzzcaN8Eom,,,,0.679,0.0916,0.849,0.0,0.121,0.683,-3.841,0.0649,100.095,,,happy,spotify:track:6iMoJ3UdrO2ZjzzcaN8Eom,238667.0
,,,1zEhH5BmSpKi1mRSIfBDOq,,,,0.699,0.0109,0.7,0.0794,0.152,0.3,-5.704,0.0392,102.023,,,happy,spotify:track:1zEhH5BmSpKi1mRSIfBDOq,184880.0
,,,6zTKuNMEU3svBn65L6u88M,,,,0.768,0.00417,0.589,2.67e-05,0.136,0.757,-8.991,0.0403,97.979,,,happy,spotify:track:6zTKuNMEU3svBn65L6u88M,199380.0
,,,3I1Smy5zhzNEc9grpjwY1s,,,,0.8,0.296,0.627,0.0,0.0892,0.693,-5.892,0.0633,104.96,,,happy,spotify:track:3I1Smy5zhzNEc9grpjwY1s,166948.0
,,,3R2Ixz50biUsQzcla8DjeI,,,,0.53,0.256,0.848,0.0,0.893,0.396,-6.243,0.0741,106.901,,,happy,spotify:track:3R2Ixz50biUsQzcla8DjeI,240893.0
,,,0WVTQp3SOCuMr08jh1jweV,,,,0.523,0.778,0.402,0.0,0.432,0.675,-8.233,0.0305,70.863,,,happy,spotify:track:0WVTQp3SOCuMr08jh1jweV,162533.0
,,,7dT6ccDqmMHvz5C0d8iUND,,,,0.751,0.039,0.772,0.0,0.102,0.923,-3.853,0.0383,117.941,,,happy,spotify:track:7dT6ccDqmMHvz5C0d8iUND,222349.0
,,,3AYirxvYvayyrk0u4c2ytC,,,,0.639,0.0016,0.844,0.00247,0.238,0.697,-3.126,0.0409,110.031,,,happy,spotify:track:3AYirxvYvayyrk0u4c2ytC,172376.0
,,,6Gl9htJmNmnugLygZo15QF,,,,0.789,0.193,0.567,0.00023,0.18,0.725,-8.501,0.0585,144.021,,,happy,spotify:track:6Gl9htJmNmnugLygZo15QF,145701.0
,,,4rmPQGwcLQjCoFq5NrTA0D,,,,0.853,0.00966,0.681,5.71e-05,0.0233,0.93,-5.003,0.0888,114.989,,,happy,spotify:track:4rmPQGwcLQjCoFq5NrTA0D,270627.0
,,,5LYMamLv12UPbemOaTPyeV,,,,0.72,0.258,0.715,0.0568,0.107,0.357,-4.652,0.04,107.041,,,happy,spotify:track:5LYMamLv12UPbemOaTPyeV,193813.0
,,,5dKBaysNJtfpyNTRa5lqDb,,,,0.551,0.0102,0.821,0.0438,0.153,0.842,-4.489,0.0539,174.923,,,happy,spotify:track:5dKBaysNJtfpyNTRa5lqDb,137760.0
,,,6Ac4NVYYl2U73QiTt11ZKd,,,,0.547,0.261,0.82,0.0,0.3,0.933,-6.728,0.0805,118.208,,,happy,spotify:track:6Ac4NVYYl2U73QiTt11ZKd,172867.0
,,,5nujrmhLynf4yMoMtj8AQF,,,,0.702,0.00883,0.825,0.0,0.0674,0.915,-3.787,0.0601,102.977,,,happy,spotify:track:5nujrmhLynf4yMoMtj8AQF,203064.0
,,,05wIrZSwuaVWhcv5FfqeH0,,,,0.596,0.0116,0.869,0.173,0.0678,0.944,-11.97,0.037,109.902,,,happy,spotify:track:05wIrZSwuaVWhcv5FfqeH0,238733.0
,,,7zkDEBSxkcBVsStS4qBFpK,,,,0.635,0.0349,0.786,0.00767,0.497,0.305,-6.46,0.0377,97.54,,,happy,spotify:track:7zkDEBSxkcBVsStS4qBFpK,241547.0
,,,3AszgPDZd9q0DpDFt4HFBy,,,,0.715,0.0644,0.97,0.000156,0.205,0.963,-2.206,0.0648,79.504,,,happy,spotify:track:3AszgPDZd9q0DpDFt4HFBy,239240.0
,,,0e8nrvls4Qqv5Rfa2UhqmO,,,,0.737,0.00614,0.846,0.0,0.0486,0.546,-4.51,0.22,87.981,,,happy,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,143901.0
,,,4Z1fbYp0HuxLBje4MOZcSD,,,,0.482,0.641,0.849,7.74e-06,0.0414,0.937,-9.198,0.0452,124.631,,,happy,spotify:track:4Z1fbYp0HuxLBje4MOZcSD,155227.0
,,,3DarAbFujv6eYNliUTyqtz,,,,0.764,0.259,0.705,8.92e-05,0.12,0.781,-3.463,0.0284,110.97,,,happy,spotify:track:3DarAbFujv6eYNliUTyqtz,208667.0
,,,6VwkgtOIlVboseFPCFnyJ2,,,,0.679,0.139,0.79,0.00669,0.165,0.369,-6.934,0.059,131.177,,,happy,spotify:track:6VwkgtOIlVboseFPCFnyJ2,251533.0
,,,51PSUD2YHjPyAy3jnkaoy7,,,,0.731,0.125,0.626,0.0,0.183,0.862,-6.919,0.0805,82.488,,,happy,spotify:track:51PSUD2YHjPyAy3jnkaoy7,173640.0
,,,2RknY4IqSPwagR0v5wchIW,,,,0.566,0.0175,0.876,0.0114,0.677,0.642,-4.6,0.187,156.291,,,happy,spotify:track:2RknY4IqSPwagR0v5wchIW,209447.0
,,,3Wrjm47oTz2sjIgck11l5e,,,,0.714,0.127,0.8,0.0,0.359,0.589,-4.808,0.0504,134.002,,,happy,spotify:track:3Wrjm47oTz2sjIgck11l5e,211560.0
,,,6JV2JOEocMgcZxYSZelKcc,,,,0.666,0.0123,0.83,0.0,0.191,0.702,-5.715,0.0751,113.03,,,happy,spotify:track:6JV2JOEocMgcZxYSZelKcc,236002.0
,,,6w8ZPYdnGajyfPddTWdthN,,,,0.703,0.0171,0.68,0.0,0.178,0.536,-6.118,0.0431,97.985,,,happy,spotify:track:6w8ZPYdnGajyfPddTWdthN,210384.0
,,,6ZEAXknmx2mrO3KgcDNpFI,,,,0.586,0.144,0.651,0.0,0.489,0.901,-10.16,0.048,81.397,,,happy,spotify:track:6ZEAXknmx2mrO3KgcDNpFI,223067.0
,,,4nK5YrxbMGZstTLbvj6Gxw,,,,0.863,0.305,0.631,3.04e-05,0.123,0.817,-4.689,0.0534,128.977,,,happy,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,223480.0
,,,2Foc5Q5nqNiosCNqttzHof,,,,0.794,0.0426,0.811,1.07e-06,0.101,0.862,-8.966,0.038,116.047,,,happy,spotify:track:2Foc5Q5nqNiosCNqttzHof,248413.0
,,,6UelLqGlWMcVH1E5c4H7lY,,,,0.548,0.122,0.816,0.0,0.335,0.557,-4.209,0.0465,95.39,,,happy,spotify:track:6UelLqGlWMcVH1E5c4H7lY,174000.0
